"","Name","Objects","Nouns","Adjectives","Size_adjectives","size_noise","color_noise","noun_noise","adj_cost","noun_cost","alpha","global_inc","Language","output"
"11","3b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.036"
"12","3b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.423"
"13","3b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"global",1,"0.210"
"14","3b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.692"
"15","3b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.424"
"16","4_size_redundant_low","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.370"
"17","4_size_redundant_low","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.414"
"18","4_size_redundant_low","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"global",1,"0.199"
"19","4_size_redundant_low","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.779"
"20","4_size_redundant_low","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.424"
"21","4a_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.417"
"22","4a_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.415"
"23","4a_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"global",1,"0.166"
"24","4a_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.783"
"25","4a_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.425"
"26","4b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.027"
"27","4b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.414"
"28","4b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"global",1,"0.165"
"29","4b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.136"
"30","4b_size_redundant_medium","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.423"
