"","Name","Objects","Nouns","Adjectives","Size_adjectives","size_noise","color_noise","noun_noise","adj_cost","noun_cost","alpha","global_inc","Language","output"
"13","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.073"
"14","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.145"
"15","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.447"
"16","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.0450.499"
"17","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",0,"0.073"
"18","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",1,"0.155"
"19","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",2,"0.534"
"20","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",3,"0.0610.603"
"21","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",0,"0.040"
"22","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",1,"0.093"
"23","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",2,"0.519"
"24","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",3,"0.0200.578"
"25","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",0,"0.040"
"26","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",1,"0.097"
"27","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",2,"0.642"
"28","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",3,"0.0300.718"
"29","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",0,"0.015"
"30","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",1,"0.041"
"31","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",2,"0.610"
"32","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",3,"0.0050.656"
"33","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",0,"0.015"
"34","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",1,"0.042"
"35","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",2,"0.771"
"36","exp_color_redundant","['small blue pin', 'big red pin', 'big blue pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",3,"0.0100.829"
"37","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",0,"0.122"
"38","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",1,"0.224"
"39","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",2,"0.258"
"40","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",3,"0.2320.106"
"41","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",0,"0.122"
"42","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",1,"0.240"
"43","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",2,"0.267"
"44","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",3,"0.2490.114"
"45","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.057"
"46","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.405"
"47","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.400"
"48","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.4050.010"
"49","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",0,"0.057"
"50","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",1,"0.527"
"51","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",2,"0.406"
"52","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",3,"0.5270.013"
"53","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",0,"0.029"
"54","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",1,"0.387"
"55","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",2,"0.380"
"56","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",3,"0.3870.002"
"57","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",0,"0.029"
"58","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",1,"0.559"
"59","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",2,"0.382"
"60","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",3,"0.5590.003"
"61","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",0,"0.010"
"62","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",1,"0.345"
"63","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",2,"0.337"
"64","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",3,"0.3450.000"
"65","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",0,"0.010"
"66","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",1,"0.589"
"67","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",2,"0.337"
"68","exp_size_redundant","['small blue pin', 'big red pin', 'small red pin','small blue paperclip']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",3,"0.5890.000"
"69","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",0,"0.295"
"70","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",1,"0.227"
"71","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",2,"0.468"
"72","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",3,"0.1480.282"
"73","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",0,"0.295"
"74","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",1,"0.238"
"75","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",2,"0.485"
"76","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",3,"0.1580.296"
"77","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.665"
"78","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.558"
"79","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.936"
"80","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.1160.649"
"81","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",0,"0.665"
"82","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",1,"0.582"
"83","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",2,"0.960"
"84","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",3,"0.1530.665"
"85","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",0,"0.749"
"86","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",1,"0.638"
"87","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",2,"0.978"
"88","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,7,"inc",3,"0.0800.741"
"89","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",0,"0.749"
"90","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",1,"0.653"
"91","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",2,"0.989"
"92","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,7,"inc",3,"0.1210.749"
"93","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",0,"0.835"
"94","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",1,"0.721"
"95","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",2,"0.996"
"96","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,10,"inc",3,"0.0440.832"
"97","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",0,"0.835"
"98","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",1,"0.727"
"99","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",2,"0.998"
"100","exp_color_redundant_high","['small blue pin','big red pin', 'big blue pin','big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,10,"inc",3,"0.0820.835"
"101","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",0,"0.160"
"102","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",1,"0.293"
"103","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",2,"0.394"
"104","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,1,"inc",3,"0.2970.101"
"105","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",0,"0.160"
"106","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",1,"0.311"
"107","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",2,"0.404"
"108","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,1,"inc",3,"0.3150.108"
"109","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",0,"0.043"
"110","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",1,"0.571"
"111","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",2,"0.920"
"112","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0.1,0.1,5,"inc",3,"0.5710.003"
"113","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",0,"0.043"
"114","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",1,"0.686"
"115","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",2,"0.923"
"116","exp_size_redundant_high","['small blue pin', 'big red pin', 'small red pin','small blue paperclip', 'big red pin', 'big red pin', 'big red pin', 'big red pin']","['pin', 'paperclip']","['big', 'blue', 'small', 'red']","['big','small']",0.8,0.95,0.99,0,0,5,"inc",3,"0.6860.004"
