"Scenario","state","colorNoise","sizeNoise","nounNoise","alpha","cost","Redundancy","Semantics","Utility","Context","Utterance","speakerProb","Language"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","small blue pin","0.05667507821477654","English"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","small blue pin","0.029412311977905708","English"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","small blue pin","0.00973659254419815","English"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue small","0.2395869177751132","Spanish"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue small","0.527155426794456","Spanish"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue small","0.558676616973829","Spanish"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue small","0.5886636176041627","Spanish"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","small pin blue","0.2666078838145649","French"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","small pin blue","0.40613231122542537","French"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","small pin blue","0.382085862657328","French"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","small pin blue","0.3374738406474459","French"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue and small + pin small and blue","0.36230413222185787","Vietnamese"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue and small + pin small and blue","0.540334096021914","Vietnamese"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue and small + pin small and blue","0.5618473917652259","Vietnamese"
"1A","smallbluepin, smallredpin, bigredpin, smallblueball",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","Low Scene Variation","pin blue and small + pin small and blue","0.5890289577422638","Vietnamese"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.13839143361768474","English"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.0740878254090086","English"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.04145728977370431","English"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.015034509063676314","English"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.15545759108727691","Spanish"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.15720793826209395","Spanish"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.0990543023176416","Spanish"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.04315454941808732","Spanish"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.2693132279117913","French"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.538734176408544","French"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.6472092235505775","French"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.7768891386188643","French"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.3371431089240362","Vietnamese"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.6667236545723467","Vietnamese"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.751625053075388","Vietnamese"
"2B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.8430258539114561","Vietnamese"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.12709040466153135","English"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.056853625093310795","English"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.029436619981394404","English"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small blue pin","0.009708680540161366","English"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.2386332654242558","Spanish"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.5282131630201797","Spanish"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.5599423446905017","Spanish"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue small","0.5903778929880201","Spanish"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.28380560158224777","French"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.41048139021274277","French"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.3873934115238371","French"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","med Scene Variation","small pin blue","0.34460198552542187","French"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.36090260554398873","Vietnamese"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.541320089440085","Vietnamese"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.5630879362651602","Vietnamese"
"2A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","med Scene Variation","pin blue and small + pin small and blue","0.5907389713557516","Vietnamese"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.10195965154930156","English"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.018189056023845084","English"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.006131519560409913","English"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.0010959302269165218","English"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.15471937028419327","Spanish"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.16230821391158476","Spanish"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.10399597993092678","Spanish"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.04648333176025762","Spanish"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.2139000877551483","French"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.18046432600774184","French"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.14087397998364443","French"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.08874633331945307","French"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.3354384585992207","Vietnamese"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.6732684629435483","Vietnamese"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.7600174939452886","Vietnamese"
"3B","smallbluepin, bigbluepin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Color Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.8521571494623533","Vietnamese"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.09763092733223674","English"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.01097024342047042","English"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.0027325921497357046","English"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small blue pin","0.0003088887006425743","English"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.23698322953133988","Spanish"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.529032952911873","Spanish"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.5606476072903522","Spanish"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue small","0.5912069921454333","Spanish"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.2333112685102427","French"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.11183872283199556","French"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.05367478819940875","French"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","high Scene Variation","small pin blue","0.016429522503797353","French"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,1,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.35865184393921806","Vietnamese"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,5,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.5419888967921643","Vietnamese"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,7,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.5637384400642744","Vietnamese"
"3A","smallbluepin, smallredpin, bigredpin, smallblueball, bigblacksquare, bigredsquare, smallblacksquare, bigblackcircle",0.95,0.8,0.99,10,0,"Size Redundant","Continuous","Incremental","high Scene Variation","pin blue and small + pin small and blue","0.5915586011581766","Vietnamese"
