Name,Objects,Nouns,Adjectives,Size_adjectives,size_noise,color_noise,noun_noise,adj_cost,noun_cost,alpha,global_inc,Language
3_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
3_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
3_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
3_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
3_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,0
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,0
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,1
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
3_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red pin', 'small red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,0
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,0
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,1
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
4_size_redundant_low,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,0
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,0
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,1
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
4_size_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,0
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,0
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,1
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
4_size_redundant_high,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin', 'big red pin', 'big red pin', 'small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
