Name,Objects,Nouns,Adjectives,Size_adjectives,size_noise,color_noise,noun_noise,adj_cost,noun_cost,alpha,global_inc,Language
3b_size_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big blue pin', 'big blue pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
3b_size_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big blue pin', 'big blue pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
3b_size_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big blue pin', 'big blue pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
3b_size_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big blue pin', 'big blue pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,0
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,0
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,1
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
4_color_redundant_low,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,0
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,0
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,1
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
4a_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin', 'big red ball', 'big red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
4b_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball', 'big blue ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,0
4b_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball', 'big blue ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,0
4b_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball', 'big blue ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,1
4b_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball', 'big blue ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,1
4b_color_redundant_medium,"['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball', 'small red ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,2
4b_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball', 'big blue ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,2
4b_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball', 'big blue ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,inc,3
4b_color_redundant_medium,"['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball', 'big blue ball']","['ball','pin']","['small','big','red','blue']","['small', 'big']",0.8,0.95,0.99,0.1,0.1,5,global,3
