"","gameId","roundNumber","condition","size","color","othercolor","item","response"
"48","2429-5",44,"size31","size","color","othercolor","item","size_color"
"49","2429-5",45,"color31","size","color","othercolor","item","color"
"50","2429-5",47,"color31","size","color","othercolor","item","color"
"51","2429-5",49,"size31","size","color","othercolor","item","size_color"
"52","2429-5",50,"size31","size","color","othercolor","item","size_color"
"53","2429-5",54,"color31","size","color","othercolor","item","color"
"54","2429-5",55,"color31","size","color","othercolor","item","color"
"55","2429-5",58,"size31","size","color","othercolor","item","size_color"
"56","2429-5",59,"color31","size","color","othercolor","item","color"
"57","2429-5",60,"size31","size","color","othercolor","item","size_color"
"58","0460-4",6,"size31","size","color","othercolor","item","size"
"59","0460-4",7,"size31","size","color","othercolor","item","size"
"60","0460-4",9,"size31","size","color","othercolor","item","size"
"61","0460-4",11,"color31","size","color","othercolor","item","color"
"62","0460-4",15,"color31","size","color","othercolor","item","color"
"63","0460-4",17,"color31","size","color","othercolor","item","color"
"64","0460-4",18,"color31","size","color","othercolor","item","color"
"65","0460-4",19,"size31","size","color","othercolor","item","size"
"66","0460-4",21,"size31","size","color","othercolor","item","size"
"67","0460-4",24,"color31","size","color","othercolor","item","color"
"68","0460-4",25,"color31","size","color","othercolor","item","color"
"69","0460-4",26,"color31","size","color","othercolor","item","color"
"70","0460-4",28,"color31","size","color","othercolor","item","color"
"71","0460-4",31,"size31","size","color","othercolor","item","size"
"72","0460-4",33,"size31","size","color","othercolor","item","size"
"73","0460-4",34,"color31","size","color","othercolor","item","color"
"74","0460-4",39,"size31","size","color","othercolor","item","size_color"
"75","0460-4",40,"color31","size","color","othercolor","item","color"
"76","0460-4",41,"color31","size","color","othercolor","item","color"
"77","0460-4",42,"size31","size","color","othercolor","item","size"
"78","0460-4",44,"size31","size","color","othercolor","item","size"
"79","0460-4",47,"size31","size","color","othercolor","item","size"
"80","0460-4",51,"color31","size","color","othercolor","item","color"
"81","0460-4",53,"color31","size","color","othercolor","item","color"
"82","0460-4",56,"color31","size","color","othercolor","item","color"
"83","0460-4",57,"size31","size","color","othercolor","item","size"
"84","0460-4",59,"size31","size","color","othercolor","item","size"
"85","0460-4",60,"size31","size","color","othercolor","item","size"
"86","6611-1",6,"size31","size","color","othercolor","item","color"
"87","6611-1",8,"size31","size","color","othercolor","item","size_color"
"88","6611-1",10,"size31","size","color","othercolor","item","size_color"
"89","6611-1",11,"size31","size","color","othercolor","item","size_color"
"90","6611-1",12,"size31","size","color","othercolor","item","size"
"91","2180-1",6,"color31","size","color","othercolor","item","color"
"92","2180-1",7,"size31","size","color","othercolor","item","size_color"
"93","2180-1",8,"color31","size","color","othercolor","item","color"
"94","2180-1",9,"size31","size","color","othercolor","item","size_color"
"95","2180-1",12,"size31","size","color","othercolor","item","size_color"
"96","2180-1",13,"color31","size","color","othercolor","item","color"
"97","2180-1",14,"size31","size","color","othercolor","item","size_color"
"98","2180-1",15,"color31","size","color","othercolor","item","color"
"99","2180-1",16,"color31","size","color","othercolor","item","color"
"100","2180-1",19,"size31","size","color","othercolor","item","size_color"
"101","2180-1",21,"color31","size","color","othercolor","item","color"
"102","2180-1",23,"color31","size","color","othercolor","item","color"
"103","2180-1",29,"color31","size","color","othercolor","item","color"
"104","2180-1",30,"size31","size","color","othercolor","item","size_color"
"105","2180-1",31,"size31","size","color","othercolor","item","size_color"
"106","2180-1",32,"size31","size","color","othercolor","item","size_color"
"107","2180-1",33,"size31","size","color","othercolor","item","size_color"
"108","2180-1",35,"color31","size","color","othercolor","item","color"
"109","2180-1",36,"color31","size","color","othercolor","item","color"
"110","2180-1",41,"size31","size","color","othercolor","item","size_color"
"111","2180-1",42,"color31","size","color","othercolor","item","color"
"112","2180-1",44,"size31","size","color","othercolor","item","size_color"
"113","2180-1",47,"size31","size","color","othercolor","item","size_color"
"114","2180-1",48,"color31","size","color","othercolor","item","color"
"115","2180-1",51,"color31","size","color","othercolor","item","color"
"116","2180-1",52,"color31","size","color","othercolor","item","color"
"117","2180-1",53,"size31","size","color","othercolor","item","size_color"
"118","2180-1",54,"size31","size","color","othercolor","item","size_color"
"119","2180-1",60,"size31","size","color","othercolor","item","size_color"
"120","7175-2",6,"size31","size","color","othercolor","item","size_color"
"121","7175-2",7,"size31","size","color","othercolor","item","size_color"
"122","7175-2",11,"color31","size","color","othercolor","item","color"
"123","7175-2",12,"size31","size","color","othercolor","item","size_color"
"124","7175-2",13,"color31","size","color","othercolor","item","color"
"125","7175-2",14,"size31","size","color","othercolor","item","size_color"
"126","7175-2",16,"size31","size","color","othercolor","item","size_color"
"127","7175-2",17,"color31","size","color","othercolor","item","color"
"128","7175-2",18,"color31","size","color","othercolor","item","color"
"129","7175-2",21,"size31","size","color","othercolor","item","size_color"
"130","7175-2",22,"size31","size","color","othercolor","item","size_color"
"131","7175-2",24,"color31","size","color","othercolor","item","size_color"
"132","7175-2",25,"color31","size","color","othercolor","item","color"
"133","7175-2",26,"color31","size","color","othercolor","item","color"
"134","7175-2",27,"color31","size","color","othercolor","item","color"
"135","7175-2",29,"color31","size","color","othercolor","item","color"
"136","7175-2",32,"size31","size","color","othercolor","item","color"
"137","7175-2",35,"size31","size","color","othercolor","item","size_color"
"138","7175-2",36,"size31","size","color","othercolor","item","size_color"
"139","7175-2",38,"color31","size","color","othercolor","item","color"
"140","7175-2",39,"color31","size","color","othercolor","item","color"
"141","7175-2",41,"color31","size","color","othercolor","item","color"
"142","7175-2",43,"color31","size","color","othercolor","item","color"
"143","7175-2",44,"size31","size","color","othercolor","item","size_color"
"144","7175-2",46,"size31","size","color","othercolor","item","size_color"
"145","7175-2",47,"size31","size","color","othercolor","item","size_color"
"146","7175-2",50,"size31","size","color","othercolor","item","size_color"
"147","7175-2",51,"color31","size","color","othercolor","item","color"
"148","7175-2",54,"size31","size","color","othercolor","item","size_color"
"149","7175-2",57,"size31","size","color","othercolor","item","size_color"
"150","7276-a",6,"size31","size","color","othercolor","item","size"
"151","7276-a",7,"size31","size","color","othercolor","item","size_color"
"152","7276-a",8,"color31","size","color","othercolor","item","color"
"153","7276-a",9,"size31","size","color","othercolor","item","size_color"
"154","3421-d",8,"size31","size","color","othercolor","item","size"
"155","3421-d",9,"size31","size","color","othercolor","item","size"
"156","6191-a",6,"color31","size","color","othercolor","item","color"
"157","0834-b",10,"size31","size","color","othercolor","item","size_color"
"158","0834-b",11,"size31","size","color","othercolor","item","size_color"
"159","0834-b",12,"size31","size","color","othercolor","item","size_color"
"160","0834-b",15,"color31","size","color","othercolor","item","color"
"161","0834-b",16,"size31","size","color","othercolor","item","size"
"162","0834-b",19,"color31","size","color","othercolor","item","color"
"163","0834-b",21,"size31","size","color","othercolor","item","size_color"
"164","0834-b",23,"size31","size","color","othercolor","item","size_color"
"165","0834-b",24,"color31","size","color","othercolor","item","color"
"166","0834-b",25,"color31","size","color","othercolor","item","color"
"167","0834-b",27,"size31","size","color","othercolor","item","size_color"
"168","0834-b",31,"color31","size","color","othercolor","item","color"
"169","0834-b",32,"size31","size","color","othercolor","item","size_color"
"170","0834-b",34,"size31","size","color","othercolor","item","color"
"171","0834-b",35,"color31","size","color","othercolor","item","color"
"172","0834-b",37,"color31","size","color","othercolor","item","color"
"173","0834-b",41,"color31","size","color","othercolor","item","color"
"174","0834-b",46,"color31","size","color","othercolor","item","color"
"175","0834-b",48,"color31","size","color","othercolor","item","color"
"176","0834-b",49,"size31","size","color","othercolor","item","size"
"177","0834-b",52,"color31","size","color","othercolor","item","size_color"
"178","0834-b",55,"color31","size","color","othercolor","item","color"
"179","0834-b",56,"size31","size","color","othercolor","item","size_color"
"180","0834-b",57,"size31","size","color","othercolor","item","size_color"
"181","0834-b",58,"color31","size","color","othercolor","item","color"
"182","0834-b",59,"color31","size","color","othercolor","item","color"
"183","0834-b",60,"size31","size","color","othercolor","item","size"
"184","6362-d",6,"size31","size","color","othercolor","item","size_color"
"185","6362-d",7,"size31","size","color","othercolor","item","size_color"
"186","6362-d",8,"color31","size","color","othercolor","item","color"
"187","6362-d",10,"size31","size","color","othercolor","item","size_color"
"188","6362-d",11,"size31","size","color","othercolor","item","color"
"189","6362-d",12,"size31","size","color","othercolor","item","size_color"
"190","6362-d",15,"color31","size","color","othercolor","item","color"
"191","6362-d",16,"size31","size","color","othercolor","item","size_color"
"192","6362-d",17,"color31","size","color","othercolor","item","color"
"193","6362-d",19,"color31","size","color","othercolor","item","color"
"194","6362-d",20,"color31","size","color","othercolor","item","color"
"195","6362-d",27,"color31","size","color","othercolor","item","color"
"196","6362-d",29,"size31","size","color","othercolor","item","size_color"
"197","6362-d",31,"color31","size","color","othercolor","item","color"
"198","6362-d",32,"size31","size","color","othercolor","item","size_color"
"199","6362-d",34,"size31","size","color","othercolor","item","size_color"
"200","6362-d",38,"size31","size","color","othercolor","item","size_color"
"201","6362-d",39,"size31","size","color","othercolor","item","size_color"
"202","6362-d",40,"color31","size","color","othercolor","item","color"
"203","6362-d",44,"size31","size","color","othercolor","item","size_color"
"204","6362-d",45,"size31","size","color","othercolor","item","size_color"
"205","6362-d",47,"color31","size","color","othercolor","item","color"
"206","6362-d",49,"color31","size","color","othercolor","item","color"
"207","6362-d",50,"color31","size","color","othercolor","item","color"
"208","6362-d",52,"color31","size","color","othercolor","item","color"
"209","6362-d",53,"size31","size","color","othercolor","item","size_color"
"210","6362-d",55,"size31","size","color","othercolor","item","size_color"
"211","6362-d",57,"color31","size","color","othercolor","item","color"
"212","6362-d",58,"color31","size","color","othercolor","item","color"
"213","6362-d",60,"size31","size","color","othercolor","item","size_color"
"214","1884-8",11,"size31","size","color","othercolor","item","size"
"215","1884-8",14,"size31","size","color","othercolor","item","size"
"216","1884-8",18,"size31","size","color","othercolor","item","size"
"217","1884-8",19,"size31","size","color","othercolor","item","size"
"218","7658-1",7,"size31","size","color","othercolor","item","size"
"219","7658-1",9,"size31","size","color","othercolor","item","size"
"220","7658-1",10,"size31","size","color","othercolor","item","size"
"221","7658-1",12,"color31","size","color","othercolor","item","color"
"222","7658-1",13,"size31","size","color","othercolor","item","size"
"223","7658-1",16,"size31","size","color","othercolor","item","size"
"224","7658-1",18,"color31","size","color","othercolor","item","color"
"225","7658-1",19,"color31","size","color","othercolor","item","color"
"226","7658-1",21,"size31","size","color","othercolor","item","size"
"227","7658-1",23,"color31","size","color","othercolor","item","color"
"228","7658-1",25,"color31","size","color","othercolor","item","color"
"229","7658-1",26,"size31","size","color","othercolor","item","size"
"230","7658-1",31,"size31","size","color","othercolor","item","size"
"231","7658-1",32,"size31","size","color","othercolor","item","size"
"232","7658-1",33,"color31","size","color","othercolor","item","size_color"
"233","7658-1",37,"color31","size","color","othercolor","item","color"
"234","7658-1",38,"color31","size","color","othercolor","item","size_color"
"235","7658-1",40,"color31","size","color","othercolor","item","color"
"236","7658-1",42,"size31","size","color","othercolor","item","size"
"237","7658-1",43,"color31","size","color","othercolor","item","color"
"238","7658-1",44,"color31","size","color","othercolor","item","color"
"239","7658-1",46,"color31","size","color","othercolor","item","color"
"240","7658-1",47,"size31","size","color","othercolor","item","size"
"241","7658-1",48,"size31","size","color","othercolor","item","size"
"242","7658-1",52,"size31","size","color","othercolor","item","size"
"243","7658-1",58,"color31","size","color","othercolor","item","color"
"244","7658-1",60,"size31","size","color","othercolor","item","size"
"245","3187-1",13,"size31","size","color","othercolor","item","size_color"
"246","3187-1",14,"color31","size","color","othercolor","item","color"
"247","3187-1",17,"size31","size","color","othercolor","item","size"
"248","3187-1",18,"size31","size","color","othercolor","item","size"
"249","3187-1",19,"color31","size","color","othercolor","item","color"
"250","3187-1",20,"size31","size","color","othercolor","item","size"
"251","3187-1",21,"color31","size","color","othercolor","item","color"
"252","3187-1",23,"size31","size","color","othercolor","item","size"
"253","3187-1",24,"color31","size","color","othercolor","item","color"
"254","3187-1",26,"color31","size","color","othercolor","item","color"
"255","3187-1",29,"color31","size","color","othercolor","item","color"
"256","3187-1",36,"color31","size","color","othercolor","item","color"
"257","3187-1",37,"size31","size","color","othercolor","item","size"
"258","3187-1",38,"size31","size","color","othercolor","item","size"
"259","3187-1",39,"color31","size","color","othercolor","item","color"
"260","3187-1",40,"size31","size","color","othercolor","item","size"
"261","3187-1",42,"color31","size","color","othercolor","item","color"
"262","3187-1",43,"size31","size","color","othercolor","item","size"
"263","3187-1",45,"size31","size","color","othercolor","item","size"
"264","3187-1",46,"color31","size","color","othercolor","item","color"
"265","3187-1",47,"color31","size","color","othercolor","item","color"
"266","3187-1",49,"size31","size","color","othercolor","item","size"
"267","3187-1",50,"color31","size","color","othercolor","item","color"
"268","3187-1",52,"size31","size","color","othercolor","item","size"
"269","3187-1",54,"size31","size","color","othercolor","item","size"
"270","3187-1",58,"color31","size","color","othercolor","item","color"
"271","3187-1",60,"color31","size","color","othercolor","item","color"
"272","6326-d",6,"color31","size","color","othercolor","item","color"
"273","6326-d",9,"size31","size","color","othercolor","item","size"
"274","6326-d",10,"color31","size","color","othercolor","item","color"
"275","6326-d",11,"size31","size","color","othercolor","item","size"
"276","6326-d",12,"color31","size","color","othercolor","item","color"
"277","6326-d",13,"color31","size","color","othercolor","item","color"
"278","6326-d",14,"size31","size","color","othercolor","item","size"
"279","6326-d",16,"size31","size","color","othercolor","item","size"
"280","6326-d",17,"size31","size","color","othercolor","item","size"
"281","6326-d",21,"size31","size","color","othercolor","item","size"
"282","6326-d",22,"size31","size","color","othercolor","item","size_color"
"283","6326-d",23,"color31","size","color","othercolor","item","color"
"284","6326-d",25,"size31","size","color","othercolor","item","size"
"285","6326-d",27,"color31","size","color","othercolor","item","color"
"286","6326-d",28,"size31","size","color","othercolor","item","size"
"287","6326-d",35,"size31","size","color","othercolor","item","size"
"288","6326-d",38,"color31","size","color","othercolor","item","color"
"289","6326-d",42,"color31","size","color","othercolor","item","color"
"290","6326-d",44,"size31","size","color","othercolor","item","size"
"291","6326-d",47,"color31","size","color","othercolor","item","color"
"292","6326-d",48,"size31","size","color","othercolor","item","size"
"293","6326-d",53,"size31","size","color","othercolor","item","size"
"294","6326-d",59,"color31","size","color","othercolor","item","color"
"295","6326-d",60,"color31","size","color","othercolor","item","color"
"296","7368-d",23,"color31","size","color","othercolor","item","color"
"297","7368-d",24,"color31","size","color","othercolor","item","color"
"298","7368-d",25,"color31","size","color","othercolor","item","color"
"299","7368-d",29,"color31","size","color","othercolor","item","color"
"300","7368-d",31,"color31","size","color","othercolor","item","color"
"301","7368-d",35,"color31","size","color","othercolor","item","color"
"302","7368-d",37,"color31","size","color","othercolor","item","color"
"303","7368-d",40,"color31","size","color","othercolor","item","color"
"304","7368-d",42,"color31","size","color","othercolor","item","color"
"305","7368-d",48,"color31","size","color","othercolor","item","color"
"306","7368-d",50,"color31","size","color","othercolor","item","color"
"307","7368-d",53,"color31","size","color","othercolor","item","color"
"308","7368-d",59,"color31","size","color","othercolor","item","color"
"309","3571-e",6,"color31","size","color","othercolor","item","color"
"310","3571-e",8,"color31","size","color","othercolor","item","color"
"311","3571-e",13,"size31","size","color","othercolor","item","color"
"312","3571-e",14,"color31","size","color","othercolor","item","color"
"313","3571-e",15,"color31","size","color","othercolor","item","color"
"314","3571-e",16,"size31","size","color","othercolor","item","size_color"
"315","3571-e",18,"size31","size","color","othercolor","item","size"
"316","3571-e",24,"color31","size","color","othercolor","item","color"
"317","3571-e",25,"size31","size","color","othercolor","item","size"
"318","3571-e",26,"size31","size","color","othercolor","item","size"
"319","3571-e",27,"size31","size","color","othercolor","item","size"
"320","3571-e",28,"size31","size","color","othercolor","item","size"
"321","3571-e",43,"size31","size","color","othercolor","item","size"
"322","3571-e",46,"size31","size","color","othercolor","item","size"
"323","3571-e",47,"size31","size","color","othercolor","item","size"
"324","3571-e",48,"size31","size","color","othercolor","item","size"
"325","3571-e",49,"size31","size","color","othercolor","item","size"
"326","3571-e",50,"size31","size","color","othercolor","item","size"
"327","3571-e",60,"size31","size","color","othercolor","item","size"
"328","0049-5",6,"size31","size","color","othercolor","item","size_color"
"329","0049-5",7,"color31","size","color","othercolor","item","color"
"330","0049-5",9,"color31","size","color","othercolor","item","color"
"331","0049-5",10,"size31","size","color","othercolor","item","size_color"
"332","0049-5",11,"size31","size","color","othercolor","item","size_color"
"333","0049-5",12,"color31","size","color","othercolor","item","color"
"334","0049-5",14,"size31","size","color","othercolor","item","size_color"
"335","0049-5",16,"size31","size","color","othercolor","item","size_color"
"336","0049-5",17,"size31","size","color","othercolor","item","size_color"
"337","0049-5",19,"color31","size","color","othercolor","item","color"
"338","0049-5",28,"size31","size","color","othercolor","item","size_color"
"339","0049-5",29,"color31","size","color","othercolor","item","color"
"340","0049-5",30,"color31","size","color","othercolor","item","color"
"341","0049-5",34,"color31","size","color","othercolor","item","color"
"342","0049-5",35,"size31","size","color","othercolor","item","size_color"
"343","0049-5",36,"size31","size","color","othercolor","item","size_color"
"344","0049-5",38,"size31","size","color","othercolor","item","size_color"
"345","0049-5",39,"color31","size","color","othercolor","item","color"
"346","0049-5",40,"color31","size","color","othercolor","item","color"
"347","0049-5",43,"size31","size","color","othercolor","item","size_color"
"348","0049-5",44,"size31","size","color","othercolor","item","size_color"
"349","0049-5",46,"size31","size","color","othercolor","item","size_color"
"350","0049-5",47,"size31","size","color","othercolor","item","size_color"
"351","0049-5",49,"color31","size","color","othercolor","item","color"
"352","0049-5",50,"color31","size","color","othercolor","item","color"
"353","0049-5",51,"color31","size","color","othercolor","item","color"
"354","0049-5",53,"color31","size","color","othercolor","item","color"
"355","0049-5",54,"color31","size","color","othercolor","item","color"
"356","0049-5",57,"size31","size","color","othercolor","item","size_color"
"357","0049-5",58,"size31","size","color","othercolor","item","size_color"
"358","2334-6",8,"color31","size","color","othercolor","item","color"
"359","2334-6",9,"size31","size","color","othercolor","item","size"
"360","2334-6",11,"size31","size","color","othercolor","item","size_color"
"361","2334-6",15,"size31","size","color","othercolor","item","size"
"362","9368-4",6,"size31","size","color","othercolor","item","color"
"363","9368-4",7,"color31","size","color","othercolor","item","color"
"364","9368-4",10,"color31","size","color","othercolor","item","color"
"365","9368-4",12,"size31","size","color","othercolor","item","size_color"
"366","9368-4",14,"color31","size","color","othercolor","item","color"
"367","9368-4",16,"size31","size","color","othercolor","item","size_color"
"368","9368-4",17,"size31","size","color","othercolor","item","size_color"
"369","9368-4",18,"color31","size","color","othercolor","item","color"
"370","9368-4",21,"size31","size","color","othercolor","item","size_color"
"371","9368-4",23,"color31","size","color","othercolor","item","color"
"372","9368-4",24,"size31","size","color","othercolor","item","size_color"
"373","9368-4",26,"color31","size","color","othercolor","item","color"
"374","9368-4",28,"color31","size","color","othercolor","item","color"
"375","9368-4",29,"size31","size","color","othercolor","item","size"
"376","9368-4",31,"color31","size","color","othercolor","item","color"
"377","9368-4",32,"size31","size","color","othercolor","item","size"
"378","9368-4",33,"size31","size","color","othercolor","item","size_color"
"379","9368-4",34,"color31","size","color","othercolor","item","color"
"380","9368-4",35,"size31","size","color","othercolor","item","size_color"
"381","9368-4",36,"color31","size","color","othercolor","item","color"
"382","9368-4",38,"size31","size","color","othercolor","item","size_color"
"383","9368-4",40,"size31","size","color","othercolor","item","size_color"
"384","9368-4",41,"color31","size","color","othercolor","item","color"
"385","9368-4",42,"color31","size","color","othercolor","item","color"
"386","9368-4",43,"color31","size","color","othercolor","item","color"
"387","9368-4",50,"size31","size","color","othercolor","item","size"
"388","9368-4",53,"size31","size","color","othercolor","item","color"
"389","9368-4",54,"size31","size","color","othercolor","item","size_color"
"390","9368-4",59,"color31","size","color","othercolor","item","color"
"391","9368-4",60,"size31","size","color","othercolor","item","size_color"
"392","9549-9",7,"color31","size","color","othercolor","item","color"
"393","9549-9",8,"color31","size","color","othercolor","item","color"
"394","9549-9",11,"size31","size","color","othercolor","item","size"
"395","9549-9",12,"color31","size","color","othercolor","item","color"
"396","9549-9",13,"size31","size","color","othercolor","item","size"
"397","9549-9",16,"color31","size","color","othercolor","item","color"
"398","9549-9",18,"color31","size","color","othercolor","item","color"
"399","9549-9",19,"size31","size","color","othercolor","item","size"
"400","9549-9",23,"size31","size","color","othercolor","item","size"
"401","9549-9",24,"size31","size","color","othercolor","item","color"
"402","9549-9",26,"size31","size","color","othercolor","item","size"
"403","9549-9",29,"color31","size","color","othercolor","item","color"
"404","9549-9",34,"color31","size","color","othercolor","item","color"
"405","9549-9",38,"size31","size","color","othercolor","item","size"
"406","9549-9",39,"color31","size","color","othercolor","item","color"
"407","9549-9",40,"size31","size","color","othercolor","item","size"
"408","9549-9",42,"color31","size","color","othercolor","item","color"
"409","9549-9",43,"size31","size","color","othercolor","item","size"
"410","9549-9",44,"size31","size","color","othercolor","item","size"
"411","9549-9",45,"color31","size","color","othercolor","item","size"
"412","9549-9",46,"size31","size","color","othercolor","item","size"
"413","9549-9",50,"color31","size","color","othercolor","item","color"
"414","9549-9",51,"color31","size","color","othercolor","item","color"
"415","9549-9",52,"size31","size","color","othercolor","item","size"
"416","9549-9",53,"size31","size","color","othercolor","item","size"
"417","9549-9",54,"size31","size","color","othercolor","item","size"
"418","9549-9",58,"size31","size","color","othercolor","item","size"
"419","9549-9",59,"color31","size","color","othercolor","item","color"
"420","9549-9",60,"size31","size","color","othercolor","item","size"
"421","5235-8",6,"size31","size","color","othercolor","item","size_color"
"422","5235-8",7,"size31","size","color","othercolor","item","size_color"
"423","5235-8",9,"size31","size","color","othercolor","item","size_color"
"424","5235-8",11,"size31","size","color","othercolor","item","color"
"425","5235-8",12,"size31","size","color","othercolor","item","size_color"
"426","5235-8",15,"color31","size","color","othercolor","item","color"
"427","5235-8",17,"size31","size","color","othercolor","item","size_color"
"428","5235-8",18,"size31","size","color","othercolor","item","size_color"
"429","5235-8",19,"color31","size","color","othercolor","item","color"
"430","5235-8",20,"size31","size","color","othercolor","item","size_color"
"431","5235-8",21,"color31","size","color","othercolor","item","color"
"432","5235-8",30,"size31","size","color","othercolor","item","size_color"
"433","5235-8",31,"color31","size","color","othercolor","item","color"
"434","5235-8",32,"color31","size","color","othercolor","item","color"
"435","5235-8",34,"color31","size","color","othercolor","item","color"
"436","5235-8",36,"size31","size","color","othercolor","item","size_color"
"437","5235-8",37,"size31","size","color","othercolor","item","size_color"
"438","5235-8",42,"color31","size","color","othercolor","item","color"
"439","5235-8",43,"size31","size","color","othercolor","item","size_color"
"440","5235-8",44,"color31","size","color","othercolor","item","color"
"441","5235-8",47,"size31","size","color","othercolor","item","size_color"
"442","5235-8",49,"size31","size","color","othercolor","item","size_color"
"443","5235-8",50,"color31","size","color","othercolor","item","color"
"444","5235-8",51,"color31","size","color","othercolor","item","color"
"445","5235-8",52,"color31","size","color","othercolor","item","color"
"446","5235-8",54,"color31","size","color","othercolor","item","color"
"447","5235-8",55,"size31","size","color","othercolor","item","size_color"
"448","5235-8",56,"color31","size","color","othercolor","item","color"
"449","5235-8",58,"color31","size","color","othercolor","item","color"
"450","5235-8",60,"size31","size","color","othercolor","item","size_color"
"451","7353-8",9,"color31","size","color","othercolor","item","color"
"452","7353-8",11,"size31","size","color","othercolor","item","size"
"453","7353-8",13,"color31","size","color","othercolor","item","color"
"454","7353-8",14,"size31","size","color","othercolor","item","size"
"455","7353-8",16,"size31","size","color","othercolor","item","size"
"456","7353-8",19,"size31","size","color","othercolor","item","size"
"457","7353-8",21,"size31","size","color","othercolor","item","size"
"458","7353-8",23,"color31","size","color","othercolor","item","color"
"459","7353-8",24,"size31","size","color","othercolor","item","size"
"460","7353-8",27,"color31","size","color","othercolor","item","color"
"461","7353-8",28,"color31","size","color","othercolor","item","color"
"462","7353-8",29,"size31","size","color","othercolor","item","size"
"463","7353-8",30,"size31","size","color","othercolor","item","size"
"464","7353-8",31,"size31","size","color","othercolor","item","size"
"465","7353-8",32,"color31","size","color","othercolor","item","color"
"466","7353-8",33,"color31","size","color","othercolor","item","color"
"467","7353-8",38,"color31","size","color","othercolor","item","color"
"468","7353-8",40,"size31","size","color","othercolor","item","size_color"
"469","7353-8",42,"size31","size","color","othercolor","item","size"
"470","7353-8",43,"size31","size","color","othercolor","item","size"
"471","7353-8",45,"color31","size","color","othercolor","item","color"
"472","7353-8",47,"size31","size","color","othercolor","item","size"
"473","7353-8",49,"size31","size","color","othercolor","item","size"
"474","7353-8",52,"size31","size","color","othercolor","item","size"
"475","7353-8",55,"color31","size","color","othercolor","item","color"
"476","7353-8",56,"color31","size","color","othercolor","item","color"
"477","7353-8",57,"color31","size","color","othercolor","item","color"
"478","7353-8",59,"color31","size","color","othercolor","item","color"
"479","7353-8",60,"color31","size","color","othercolor","item","color"
"480","0837-8",7,"size31","size","color","othercolor","item","size_color"
"481","0837-8",10,"size31","size","color","othercolor","item","size_color"
"482","0837-8",14,"color31","size","color","othercolor","item","color"
"483","0837-8",16,"size31","size","color","othercolor","item","size"
"484","0837-8",18,"color31","size","color","othercolor","item","color"
"485","0837-8",19,"color31","size","color","othercolor","item","color"
"486","0837-8",20,"color31","size","color","othercolor","item","color"
"487","0837-8",21,"size31","size","color","othercolor","item","size_color"
