"","Name","Objects","Nouns","Adjectives","Size_adjectives","adj_cost","noun_cost","size_noise","color_noise","noun_noise","alpha","global_inc","Language","output"
"11","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.032"
"12","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.474"
"13","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.167"
"14","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.176"
"15","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.491"
"16","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.969"
"17","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.967"
"18","exp_six_size_same_diff","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.981"
"19","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.040"
"20","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.023"
"21","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.474"
"22","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.006"
"23","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.007"
"24","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.007"
"25","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.056"
"26","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.038"
"27","exp_six_size_diff_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.061"
"28","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.042"
"29","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.025"
"30","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"31","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.010"
"32","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.010"
"33","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.008"
"34","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.632"
"35","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.610"
"36","exp_six_size_same_same","['small blue pin', 'big blue ball', 'small red pin', 'big red pin','small red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.703"
"37","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.082"
"38","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.048"
"39","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"40","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.334"
"41","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.345"
"42","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.465"
"43","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.805"
"44","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.782"
"45","exp_base_size_na_na","['small blue pin', 'big blue ball', 'small red pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.881"
"46","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.481"
"47","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.416"
"48","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.474"
"49","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.467"
"50","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.341"
"51","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.295"
"52","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.484"
"53","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.350"
"54","exp_six_color_diff_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue ball','big blue ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.297"
"55","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.565"
"56","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.498"
"57","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"58","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.557"
"59","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.488"
"60","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.328"
"61","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.608"
"62","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.531"
"63","exp_six_color_same_same","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big blue pin','big blue pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.331"
"64","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.465"
"65","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.415"
"66","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.474"
"67","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.062"
"68","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.048"
"69","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.157"
"70","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.434"
"71","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.262"
"72","exp_six_color_diff_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red ball','big red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.297"
"73","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.637"
"74","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.661"
"75","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.474"
"76","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.160"
"77","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.172"
"78","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.166"
"79","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.916"
"80","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.896"
"81","exp_six_color_same_diff","['small blue pin', 'small red ball', 'big blue pin', 'big red pin','big red pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.331"
"82","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.657"
"83","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.590"
"84","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"85","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.169"
"86","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.149"
"87","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.157"
"88","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.545"
"89","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.454"
"90","exp_base_color_na_na","['small blue pin', 'small red ball', 'big blue pin', 'big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.297"
"91","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.037"
"92","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.012"
"93","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.226"
"94","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.004"
"95","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.000"
"96","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.001"
"97","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.037"
"98","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.012"
"99","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.226"
"100","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.004"
"101","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.000"
"102","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.001"
"103","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.002"
"104","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.000"
"105","alt_both_color_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.001"
"106","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.002"
"107","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.000"
"108","alt_both_size_na_na","['small blue pin','big blue ball','big red ball','small red ball']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.001"
"109","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.665"
"110","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.678"
"111","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"112","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.581"
"113","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.581"
"114","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.329"
"115","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.618"
"116","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.618"
"117","alt_three_color_na_na","['small blue pin','big blue pin','big red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.332"
"118","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.922"
"119","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.944"
"120","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.999"
"121","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.030"
"122","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.034"
"123","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.049"
"124","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.229"
"125","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.220"
"126","alt_neither_color_na_na","['small blue pin','big blue pin','small red ball','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",2,"0.327"
"127","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,30,"global",0,"0.059"
"128","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,30,"global",0,"0.047"
"129","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,30,"global",0,"0.475"
"130","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",0,"0.027"
"131","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",0,"0.020"
"132","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,1,1,1,7,"inc",0,"0.017"
"133","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.9,7,"inc",2,"0.297"
"134","alt_fsize_color_na_na","['small blue pin','small blue ball','big red pin','small red pin']","['pin','ball']","['red','blue','small','big']","['small','big']",0.1,0,0.8,0.95,0.99,7,"inc",2,"0.234"
