,anon_id,figure,answer,lang,adj,use
163,414,4,two plus signs,eng,number,1
164,415,4,Plus Signs,eng,number,0
165,53,4,TWO CROSSES,eng,number,1
166,193,4,two plus signs,eng,number,1
167,69,4,2 plus signs,eng,number,1
168,384,4,2 addition signs,eng,number,1
169,116,4,dual plus,eng,number,1
170,22,4,2 Plus Signs,eng,number,1
171,356,4,Two black crosses,eng,number,1
172,100,4,pluses,eng,number,0
173,396,4,plus,eng,number,0
174,140,4,2 plus signs,eng,number,1
175,88,4,2 plus signs,eng,number,1
176,362,4,Double plus,eng,number,1
177,24,4,two black triangles aligned on a diagonal,eng,number,1
178,366,4,++,eng,number,1
179,368,4,two plus signs,eng,number,1
180,369,4,2 pluses,eng,number,1
181,370,4,two plus signs,eng,number,1
182,188,4,paired cross,eng,number,1
183,89,4,Two crosses,eng,number,1
184,75,4,plus signs,eng,number,0
185,390,4,2 crosses,eng,number,1
186,391,4,Two plus signs,eng,number,1
187,378,4,plus sign,eng,number,0
188,0,4,2 black plus signs,eng,number,1
189,115,4,two plus signs diagonal from each other,eng,number,1
190,395,4,Two crosses,eng,number,1
191,416,4,++,eng,number,1
192,167,4,Two black plus signs,eng,number,1
193,381,4,2 plus signs,eng,number,1
194,196,4,two plus signs,eng,number,1
195,357,4,two plus signs,eng,number,1
196,375,4,2 addition signs,eng,number,1
197,417,5,three stars,eng,number,1
198,23,5,Three stars,eng,number,1
199,179,5,3 stars,eng,number,1
200,185,5,stars,eng,number,0
201,418,5,Stars,eng,number,0
202,419,5,Star,eng,number,0
203,420,5,three stars,eng,number,1
204,92,5,3 stars,eng,number,1
205,68,5,three stars,eng,number,0
206,385,5,three stars,eng,number,1
207,358,5,Three black stars,eng,number,1
208,398,5,Three black stars,eng,number,1
209,44,5,Three black stars,eng,number,1
210,168,5,3 stars,eng,number,1
211,361,5,triple stars,eng,number,1
212,52,5,three black stars,eng,number,1
213,367,5,Three black stars,eng,number,1
214,84,5,three stars,eng,number,1
215,388,5,Three stars,eng,number,1
216,153,5,three black stars,eng,number,1
217,413,5,3 stars,eng,number,1
218,404,5,stars,eng,number,0
219,405,5,There are three stars.,eng,number,1
220,105,5,group of filled in five pointed stars lower right,eng,number,0
221,406,5,3 black five-point stars arranged with one star at the bottom and two stars over it a differing heights in the bottom right corner,eng,number,1
222,13,5,Three stars,eng,number,1
223,102,5,Black color Star,eng,number,0
224,372,5,stars,eng,number,0
225,86,5,stars,eng,number,0
226,108,5,three black triangles,eng,number,1
227,416,5,***,eng,number,1
228,375,5,three stars,eng,number,1
229,421,6,four plus signs,eng,number,1
230,36,6,four plus signs,eng,number,1
231,422,6,4 plus signs inside of a square,eng,number,1
232,73,6,four plus signs (two rows of two),eng,number,1
233,34,6,four black crosses,eng,number,1
234,144,6,4 plus signs,eng,number,1
235,25,6,four black crosses,eng,number,1
236,423,6,Crosses,eng,number,0
237,158,6,four crosses,eng,number,1
238,386,6,These can be found at churches,eng,number,0
239,397,6,ADDITION SYMBOL,eng,number,0
240,399,6,Four pluses in a square,eng,number,1
241,400,6,Four Plus Signs,eng,number,1
242,157,6,four black addition signs,eng,number,1
243,402,6,"four plus signs, all black, two by two, forming a square out of the plus signs",eng,number,1
244,365,6,Four pluses,eng,number,1
245,127,6,4 crosses,eng,number,1
246,409,6,4 plus signs,eng,number,1
247,185,6,4 pluses,eng,number,1
248,156,6,Four plus symbols,eng,number,1
249,412,6,4 crosses,eng,number,1
250,373,6,"four 'plus' symbols arranged pairs, symmetric top to bottom and left to right",eng,number,1
251,418,6,Plus signs,eng,number,0
252,51,6,four black cross,eng,number,1
253,394,6,Plus signs,eng,number,0
254,414,6,four plus signs,eng,number,1
255,415,6,Four Plus Signs,eng,number,1
256,420,6,four crosses,eng,number,1
257,178,6,4 crosses,eng,number,1
258,380,6,Four Crosses,eng,number,1
259,67,6,four black plus signs,eng,number,1
260,149,6,four crosses,eng,number,1
261,116,6,quad plus,eng,number,1
262,396,6,plus,eng,number,0
263,398,6,Four black plus symbols that form a square,eng,number,1
264,362,6,Quad plus,eng,number,1
265,363,6,Four crosses arranged in a square,eng,number,1
266,364,6,Four plus signs,eng,number,1
267,370,6,four plus signs,eng,number,1
268,11,6,four black plus signs,eng,number,1
269,376,6,Four Plus Signs,eng,number,1
270,377,6,Plus signs,eng,number,0
271,379,6,four black plus signs,eng,number,1
272,13,6,4 crosses,eng,number,1
273,375,6,four addition signs,eng,number,1
274,143,7,two plus signs,eng,number,1
275,109,7,Plus signs,eng,number,0
276,26,7,two crosses,eng,number,1
277,175,7,+ +,eng,number,1
278,95,7,2 plus signs,eng,number,1
279,130,7,2 black crosses,eng,number,1
280,17,7,Two plus signs,eng,number,1
281,163,7,crosses,eng,number,0
282,424,7,two crosses diagonal from each other,eng,number,1
283,110,7,two offset plus symbols,eng,number,1
284,425,7,2 plus signals,eng,number,1
285,99,7,Two plus signs,eng,number,1
286,183,7,two black cross signs,eng,number,1
287,73,7,two plus signs,eng,number,1
288,57,7,two black plus signs,eng,number,1
289,155,7,2 plus signs,eng,number,1
290,192,7,two plus signs going diagonally top left to bottom right,eng,number,1
291,124,7,two black plus signs,eng,number,1
292,18,7,Two black plus signs,eng,number,1
293,179,7,2 plus signs,eng,number,1
294,411,7,2 Plus Signs,eng,number,1
295,78,7,2 plus signs,eng,number,1
296,111,7,2 crosses,eng,number,1
297,50,7,2 plus signs,eng,number,1
298,173,7,plus signs,eng,number,0
299,374,7,two plus signs in opposite corners of a square,eng,number,1
300,97,7,plus,eng,number,0
301,403,7,2 PLUS SIGNS,eng,number,1
302,164,7,2 plus/addition signs. Going down diagonally the top left corner,eng,number,1
303,419,7,Cross,eng,number,0
304,53,7,TWO CROSSES,eng,number,1
305,193,7,two crosses,eng,number,1
306,39,7,two black crosses,eng,number,1
307,180,7,2 Addition Signs,eng,number,1
308,423,7,Double cross,eng,number,1
309,92,7,2 plus signs,eng,number,1
310,68,7,two plus signs,eng,number,0
311,54,7,two black plus signs,eng,number,1
312,44,7,Two black crosses,eng,number,1
313,409,7,2 plus signs,eng,number,1
314,368,7,two plus signs,eng,number,1
315,185,7,2 pluses,eng,number,1
316,89,7,Two crosses,eng,number,1
317,153,7,two black plus signs,eng,number,1
318,390,7,2 addition signs,eng,number,1
319,413,7,2 addition symbols,eng,number,1
320,418,7,Plus signs,eng,number,0
321,125,7,two black plus signs,eng,number,1
322,129,7,two crosses,eng,number,1
323,115,7,2 plus signs diagonal from each other,eng,number,1
324,395,7,Two crosses,eng,number,1
325,383,7,2 plus signs,eng,number,1
326,149,7,two crosses,eng,number,1
327,11,7,two black plus signs,eng,number,1
328,379,7,two diagonal plus signs,eng,number,1
329,426,8,Two Hearts,eng,number,1
330,94,8,Two hearts,eng,number,1
331,427,8,two hearts,eng,number,1
332,36,8,two hearts,eng,number,1
333,40,8,2 hearts,eng,number,1
334,145,8,"Two hearts, the left one a bit higher than the right.",eng,number,1
335,142,8,Two Hearts,eng,number,1
336,401,8,2 Hearts,eng,number,1
337,41,8,2 black hearts,eng,number,1
338,114,8,two hearts,eng,number,1
339,191,8,two black hearts,eng,number,1
340,408,8,Two Heart Symbols,eng,number,1
341,387,8,2 hearts,eng,number,1
342,410,8,two hearts,eng,number,1
343,163,8,hearts,eng,number,0
344,61,8,heart,eng,number,0
345,144,8,2 hearts,eng,number,1
346,25,8,two black hearts,eng,number,1
347,356,8,Two black hearts,eng,number,1
348,397,8,BOTH HEARTS,eng,number,1
349,360,8,two hearts,eng,number,1
350,192,8,two hearts going diagonally top left to bottom right,eng,number,1
351,168,8,2 hearts,eng,number,1
352,88,8,2 hearts,eng,number,1
353,157,8,2 solid black heart shapes,eng,number,1
354,18,8,Two black hearts,eng,number,1
355,365,8,Diagonal Hearts,eng,number,0
356,366,8,2 heartin,eng,number,1
357,388,8,Two hearts,eng,number,1
358,412,8,2 hearts,eng,number,1
359,75,8,hearts,eng,number,0
360,378,8,hearts,eng,number,0
361,420,8,two hearts,eng,number,1
362,0,8,2 black hearts,eng,number,1
363,39,8,two black hearts,eng,number,1
364,406,8,Two black hearts slightly off of a direct horizontal line with the one on the left slightly higher in the top left corner.,eng,number,1
365,381,8,2 hearts,eng,number,1
366,196,8,two black heart shapes,eng,number,1
367,68,8,two hearts,eng,number,1
368,44,8,Two black hearts,eng,number,1
369,102,8,Black color Heart,eng,number,0
370,428,9,two black diamonds,eng,number,1
371,64,9,two black diamonds,eng,number,1
372,429,9,two diamonds sitting diagonally of eachother,eng,number,1
373,166,9,TWO DIAMONDS SIDE BY SIDE LEFT SLIGHTLY ABOVE RIGHT,eng,number,1
374,430,9,Two black diamonds,eng,number,1
375,33,9,two diamonds,eng,number,1
376,154,9,diamonds,eng,number,0
377,421,9,two diamonds,eng,number,1
378,10,9,2 diamonds 1 higher than the other,eng,number,1
379,143,9,2 diamonds,eng,number,1
380,128,9,two diamonds,eng,number,1
381,58,9,two black rhombuses,eng,number,1
382,417,9,two diamonds,eng,number,1
383,187,9,two diamond shapes,eng,number,1
384,76,9,Two black diamonds. Two four sided shapes.,eng,number,1
385,141,9,two black diamonds,eng,number,1
386,82,9,Two diamonds under the single sun,eng,number,1
387,393,9,Rhompus,eng,number,0
388,427,9,two diamonds,eng,number,1
389,171,9,two diamonds,eng,number,1
390,382,9,2 diamonds,eng,number,1
391,425,9,2 diamonds,eng,number,1
392,99,9,Two diamonds,eng,number,1
393,385,9,two diamonds,eng,number,1
394,183,9,two black diamonds,eng,number,1
395,100,9,diamonds,eng,number,0
396,358,9,Two black diamonds,eng,number,1
397,140,9,2 diamonds,eng,number,1
398,57,9,two black diamonds,eng,number,1
399,41,9,2 black diamonds,eng,number,1
400,24,9,two black diamonds aligned on a triangle,eng,number,1
401,114,9,2 diamonds,eng,number,1
402,52,9,Two black diamonds,eng,number,1
403,127,9,2 diamonds,eng,number,1
404,367,9,Two black diamonds.,eng,number,1
405,394,9,Diamonds,eng,number,0
406,414,9,two diamonds,eng,number,1
407,105,9,pair of filled in diamonds lower right,eng,number,1
408,193,9,two diamonds,eng,number,1
409,180,9,2 Diamonds,eng,number,1
410,396,9,diamond,eng,number,0
411,362,9,Double diamond,eng,number,1
412,370,9,two diamonds,eng,number,1
413,89,9,Two diamonds,eng,number,1
414,376,9,Two Diamonds,eng,number,1
415,377,9,Diamonds,eng,number,0
416,378,9,diamonds,eng,number,0
417,416,9,"2 diamonds, one on right is slightly lower",eng,number,1
418,149,9,two diamonds,eng,number,1
419,11,9,two black diamonds,eng,number,1
420,431,10,triangles,eng,number,0
421,432,10,triangles,eng,number,0
422,355,10,triangle,eng,number,0
423,2,10,two triangles in opposite corners,eng,number,1
424,64,10,two black triangles,eng,number,1
425,407,10,2 triangles,eng,number,1
426,422,10,2 triangles inside of a square,eng,number,1
427,26,10,two triangles,eng,number,1
428,48,10,two black triangles,eng,number,1
429,95,10,2 triangles,eng,number,1
430,90,10,Black triangles,eng,number,0
431,119,10,two triangles,eng,number,1
432,371,10,2 triangles,eng,number,1
433,17,10,Two triangles,eng,number,1
434,430,10,Two black triangles,eng,number,1
435,389,10,2 triangles,eng,number,1
436,126,10,two triangles,eng,number,1
437,33,10,two triangles,eng,number,1
438,392,10,triangle,eng,number,0
439,98,10,"two black triangles , aranged diagonally",eng,number,1
440,154,10,triangls,eng,number,0
441,424,10,two triangles diagonal from each other,eng,number,1
442,110,10,two offset solid black triangles,eng,number,1
443,384,10,2 triangles,eng,number,1
444,10,10,2 triangles 1 higher than the other,eng,number,1
445,400,10,Two Triangles,eng,number,1
446,6,10,2 triangles,eng,number,1
447,408,10,Two Triangles,eng,number,1
448,387,10,2 triangles,eng,number,1
449,84,10,two triangles,eng,number,1
450,411,10,2 Triangles,eng,number,1
451,156,10,Two triangles,eng,number,1
452,373,10,"two triangle, one set back from the other, or, set up & to the left, if you see it that way",eng,number,1
453,403,10,2 TRIANGLES,eng,number,1
454,25,10,two black triangles,eng,number,1
455,419,10,Triangle,eng,number,0
456,415,10,Two Triangles,eng,number,1
457,380,10,Two Triangles,eng,number,1
458,92,10,2 triangle,eng,number,1
459,157,10,two solid black triangles,eng,number,1
460,127,10,2 triangles,eng,number,1
461,409,10,2 triangles,eng,number,1
462,368,10,two triangles,eng,number,1
463,153,10,two black triangles,eng,number,1
464,394,10,Triangles,eng,number,0
465,172,11,4 plus signs,eng,number,1
466,431,11,Plus signs,eng,number,0
467,429,11,4 plus signs one in each corner,eng,number,1
468,130,11,4 black crosses,eng,number,0
469,59,11,quad cross,eng,number,1
470,4,11,crosses,eng,number,0
471,117,11,4 plus signs,eng,number,1
472,19,11,four cross,eng,number,1
473,69,11,4 plus signs,eng,number,1
474,36,11,four plus signs,eng,number,1
475,143,11,4 plus signs,eng,number,1
476,2,11,four plus signs in a square formation,eng,number,1
477,77,11,4 black plus signs,eng,number,1
478,142,11,Four Plus Signs,eng,number,1
479,58,11,four black crosses,eng,number,1
480,95,11,4 plus signs,eng,number,1
481,417,11,four crosses,eng,number,1
482,76,11,Four black crosses.,eng,number,1
483,119,11,four crosses,eng,number,1
484,410,11,four plus signs,eng,number,1
485,188,11,square shape,eng,number,0
486,78,11,4 plus signs,eng,number,1
487,374,11,four plus signs in two rows,eng,number,1
488,144,11,4 plus signs,eng,number,1
489,97,11,plus,eng,number,0
490,33,11,Plus signs,eng,number,0
491,164,11,4 plus signs. 2 on each row. 2 columns,eng,number,1
492,152,11,four black crosses,eng,number,1
493,427,11,4 crosses,eng,number,1
494,171,11,four crosses,eng,number,1
495,67,11,four black plus signs,eng,number,1
496,116,11,quad plus,eng,number,1
497,385,11,four plus signs,eng,number,1
498,183,11,four black cross sign,eng,number,1
499,100,11,pluses,eng,number,0
500,360,11,four pluses,eng,number,1
501,192,11,four plus signs that are two on top and two on the bottom,eng,number,1
502,88,11,4 plus signs,eng,number,1
503,6,11,4 plus signs,eng,number,1
504,363,11,Four crosses arranged in a square,eng,number,1
505,18,11,Four black plus signs,eng,number,1
506,366,11,4plus,eng,number,1
507,412,11,4 exes,eng,number,1
508,75,11,plus signs,eng,number,1
509,373,11,"four 'plus' signs arranged in symmetric pairs, top to bottom & left to right",eng,number,1
510,390,11,4 crosses,eng,number,1
511,418,11,Plus signs,eng,number,0
512,395,11,4 crosses,eng,number,1
513,39,11,four black crosses,eng,number,1
514,381,11,4 plus signs,eng,number,1
515,383,11,4 plus signs,eng,number,1
516,396,11,plus,eng,number,0
517,44,11,Four black crosses,eng,number,1
518,416,11,two rows of ++,eng,number,1
519,149,11,four crosses,eng,number,1
520,49,12,four black circles,eng,number,1
521,146,12,four ovals,eng,number,1
522,8,12,Four Black Ovals,eng,number,1
523,428,12,four black ovals,eng,number,1
524,166,12,FOUR OVALS IN SQUARE PATTERN,eng,number,1
525,426,12,Four Elipses,eng,number,1
526,23,12,4 oblong circles,eng,number,0
527,151,12,four black ovals,eng,number,1
528,158,12,four ovals,eng,number,1
529,40,12,4 ovals,eng,number,1
530,22,12,4 Ovals,eng,number,1
531,431,12,ovals,eng,number,0
532,64,12,four black ovals,eng,number,1
533,407,12,4 ovals,eng,number,1
534,422,12,4 ovals inside of a square,eng,number,1
535,399,12,Four horizontal ovals in a square,eng,number,1
536,155,12,4 ovals,eng,number,1
537,48,12,four black ovals,eng,number,1
538,401,12,4 Ovals,eng,number,1
539,170,12,4 ovals,eng,number,1
540,90,12,Four elipses,eng,number,1
541,179,12,4 ovals,eng,number,1
542,141,12,four black ovals,eng,number,1
543,369,12,4 ovals,eng,number,1
544,371,12,4 horizontal ovals,eng,number,1
545,17,12,Four circles,eng,number,1
546,163,12,ovals,eng,number,0
547,430,12,Four black ovals,eng,number,1
548,61,12,oval,eng,number,0
549,111,12,4 ovals,eng,number,1
550,389,12,4 ovals,eng,number,1
551,126,12,four circles,eng,number,1
552,4,12,ovals,eng,number,0
553,391,12,4 wide ovals,eng,number,1
554,51,12,four black ovals,eng,number,1
555,393,12,circle,eng,number,0
556,382,12,4 ovals,eng,number,1
557,425,12,4 spheroids,eng,number,1
558,99,12,Four horizontal ovals,eng,number,1
559,357,12,four ovals,eng,number,1
560,397,12,FOR ELLIPSE,eng,number,1
561,140,12,3 ovals,eng,number,1
562,58,12,four black ovals,eng,number,1
563,400,12,Four Ovals,eng,number,1
564,185,12,4 ovals,eng,number,1
565,156,12,4 Ovals,eng,number,1
566,388,12,Four ovals stacked in twos,eng,number,1
567,86,12,oval,eng,number,0
568,420,12,four ovals,eng,number,1
569,0,12,4 black ovals,eng,number,1
570,180,12,4 Ovals,eng,number,1
571,183,12,four black oblong,eng,number,1
572,383,12,4 ovals,eng,number,1
573,15,13,diamonds,eng,number,0
574,175,13,3 diamonds,eng,number,1
575,172,13,3 black diamonds,eng,number,1
576,146,13,3 diamonds,eng,number,1
577,94,13,triple diamonds,eng,number,1
578,8,13,Three Black Rhombus,eng,number,1
579,355,13,diamond,eng,number,0
580,359,13,DIAMOND,eng,number,0
581,128,13,three diamonds,eng,number,1
582,124,13,3 black diamonds,eng,number,1
583,26,13,three diamonds,eng,number,1
584,187,13,three diamond shapes,eng,number,1
585,130,13,3 black diamonds,eng,number,1
586,166,13,THREE DIAMONDS SHAPES STAGGERED,eng,number,1
587,426,13,Three Diamonds,eng,number,1
588,402,13,"three rhombuses, all black, arranged in a two by one, with the top one of the two offset to the left a bit",eng,number,1
589,151,13,3 black diamonds,eng,number,1
590,59,13,triple diamond,eng,number,1
591,173,13,diamonds,eng,number,0
592,117,13,3 diamonds,eng,number,1
593,19,13,three diamonds,eng,number,1
594,405,13,There are three diamonds,eng,number,1
595,98,13,three black diamonds,eng,number,1
596,154,13,diamonds,eng,number,0
597,384,13,3 diamonds,eng,number,1
598,10,13,3 diamonds,eng,number,1
599,356,13,3 black triangles,eng,number,1
600,77,13,3 black diamond shapes,eng,number,1
601,422,13,3 diamonds inside of a square,eng,number,1
602,142,13,Three Diamonds,eng,number,1
603,95,13,3 diamonds,eng,number,1
604,364,13,Triple diamonds,eng,number,1
605,365,13,Three diamonds,eng,number,1
606,411,13,3 Rhombus,eng,number,1
607,430,13,Three black diamonds,eng,number,1
608,389,13,3 rhombus,eng,number,1
609,391,13,3 diamond symbols,eng,number,1
610,413,13,3 diamonds,eng,number,1
611,419,13,A four sided polygon,eng,number,0
612,171,13,three diamonds,eng,number,1
613,380,13,Three Diamonds,eng,number,1
614,395,13,Three diamonds,eng,number,1
615,381,13,3 diamonds,eng,number,1
616,109,14,3 plus signs,eng,number,1
617,34,14,three black crosses,eng,number,1
618,432,14,crosses,eng,number,0
619,421,14,three plus signs,eng,number,1
620,15,14,plusses,eng,number,0
621,386,14,Can be found at church,eng,number,0
622,429,14,3 plus signs one top stagegered two diagonal from each other,eng,number,1
623,361,14,triple plus,eng,number,1
624,191,14,three black plus signs,eng,number,1
625,23,14,Three plus signs,eng,number,1
626,172,14,3 black plus symbols,eng,number,1
627,178,14,3 crosses,eng,number,1
628,424,14,three crosses grouped together,eng,number,1
629,423,14,Triple cross,eng,number,1
630,399,14,3 pluses grouped in the middle,eng,number,1
631,168,14,3 plus signs,eng,number,1
632,26,14,three crosses,eng,number,1
633,41,14,4 black crosses,eng,number,1
634,417,14,three crosses,eng,number,1
635,130,14,3 black crosses,eng,number,1
636,170,14,3 crosses,eng,number,1
637,141,14,three black crosses,eng,number,1
638,369,14,3 pluses,eng,number,1
639,371,14,3 plus signs,eng,number,1
640,188,14,Diagonal cross tri-scale,eng,number,0
641,61,14,cross,eng,number,0
642,403,14,3 PLUS SIGNS,eng,number,1
643,117,14,3 plus signs,eng,number,1
644,33,14,Plus signs,eng,number,0
645,152,14,three black crosses,eng,number,1
646,19,14,three cross,eng,number,1
647,414,14,three plus signs,eng,number,1
648,427,14,3 crosses,eng,number,1
649,115,14,three plus signs bunched together,eng,number,1
650,193,14,three plusses,eng,number,1
651,406,14,Three black crosses arranged in no particular shape in the bottom right corner,eng,number,1
652,382,14,3 plus signs,eng,number,1
653,425,14,3 plus signals,eng,number,1
654,77,14,3 black plus signs,eng,number,1
655,142,14,Three plus signs,eng,number,1
656,157,14,3 solid black addition signs,eng,number,1
657,390,14,3 crosses,eng,number,1
658,376,14,Three Plus Signs,eng,number,1
659,171,14,three crosses,eng,number,1
660,379,14,three black plus signs,eng,number,1
661,49,15,2 black diamonds,eng,number,1
662,428,15,two black diamonds,eng,number,1
663,73,15,two black diamonds,eng,number,1
664,34,15,two black diamonds,eng,number,1
665,146,15,2 diamonds,eng,number,1
666,94,15,double diamonds,eng,number,1
667,82,15,Two diamonds above the four stars,eng,number,1
668,432,15,diamonds,eng,number,0
669,8,15,Two Black Rhombus,eng,number,1
670,53,15,TWO HEARTS,eng,number,1
671,110,15,two offset solid black rhombus shapes,eng,number,1
672,158,15,two diamonds,eng,number,1
673,69,15,2 diamonds,eng,number,1
674,36,15,two diamonds,eng,number,1
675,15,15,diamonds,eng,number,0
676,355,15,diamond,eng,number,0
677,143,15,2 diamonds,eng,number,1
678,22,15,2 Diamonds,eng,number,1
679,431,15,diamonds,eng,number,0
680,2,15,two diamonds lined up diagonally,eng,number,1
681,64,15,two black diamonds,eng,number,1
682,128,15,two diamonds,eng,number,1
683,361,15,dual diamond,eng,number,1
684,124,15,2 black diamonds,eng,number,1
