workerid,proliferate.condition,object,response,rt,slide_number_in_experiment,utterance,catch_trials,subject_information.age,subject_information.asses,subject_information.bcsPrimaryLanguageSchool,subject_information.comments,subject_information.country,subject_information.dialectOne,subject_information.dialectTwo,subject_information.education,subject_information.enjoyment,subject_information.fairprice,subject_information.firstLanguage,subject_information.gender,subject_information.liveInYugo,subject_information.otherLanguage,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error
146,condition1,yellow_ruler,"
zuta",3526,24,ruler,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_boot,"
crna",1642,25,boot,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_bandaid,"
ljubicasta",3905,26,bandaid,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_bracelet,"
bela",2333,27,bracelet,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_luggage,"
narandasta",3065,28,luggage,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_butterfly,"
plava",1912,29,butterfly,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_tv,"
narandasta",5643,30,tv,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_whistle,"
narandasta",2859,31,whistle,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_dress,"
zuta",2538,32,dress,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_shirt,"
bela",3794,33,shirt,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_microscope,"
ljubicasta",3633,34,microscope,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_balloon,"
crvena",2170,35,balloon,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_mug,"
crvena",2202,36,mug,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_dresser,"
crna",2092,37,dresser,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_rug,"
bela",1746,38,rug,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_glove,"
crna",1526,39,glove,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_cushion,"
crvena",2178,40,cushion,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_billiardball,"
plava",2916,41,billiardball,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_truck,"
zelena",2986,42,truck,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_duck,"
crna",1715,43,duck,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_robot,"
ljubicasta",3287,44,robot,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_flower,"
crvena",1892,45,flower,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_shoe,"
bela",1722,46,shoe,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_spoon,"
ljubicasta",3177,47,spoon,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_piano,"
narandasta",2937,48,piano,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_calculator,"
bela",2490,49,calculator,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_razor,"
narandasta",2998,50,razor,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_phone,"
plava",2832,51,phone,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_tent,"
ljubicasta",3164,52,tent,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_mouse,"
bela",1935,53,mouse,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_lipstick,"
zelena",1959,54,lipstick,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_radio,"
narandasta",2782,55,radio,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_chair,"
crvena",2069,56,chair,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_sock,"
zelena",2114,57,sock,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_bowl,"
zelena",1821,58,bowl,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_door,"
bela",1924,59,door,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_clock,"
crvena",1895,60,clock,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_pencil,"
crvena",2068,61,pencil,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_binder,"
zuta",1741,62,binder,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_vase,"
narandasta",2857,63,vase,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_calendar,"
crna",2007,64,calendar,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_iron,"
plava",3364,65,iron,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_fryingpan,"
zuta",1673,66,fryingpan,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_shell,"
ljubicasta",3096,67,shell,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_belt,"
crvena",2386,68,belt,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_airplane,"
zelena",2422,69,airplane,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_comb,"
plava",2180,70,comb,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_bucket,"
plava",2032,71,bucket,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_ladle,"
ljubicasta",3176,72,ladle,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_crown,"
bela",2062,73,crown,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_shovel,"
ljubicasta",3049,74,shovel,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_bed,"
zuta",1758,75,bed,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_key,"
plava",1982,76,key,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_candle,"
bela",2164,77,candle,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_helicopter,"
ljubicasta",3230,78,helicopter,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,purple_ribbon,"
ljubicasta",3287,79,ribbon,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_yarn,"
crvena",2286,80,yarn,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_guitar,"
plava",2218,81,guitar,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_napkin,"
plava",1768,82,napkin,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_coathanger,"
bela",2376,83,coathanger,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_box,"
narandasta",3068,84,box,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_switch,"
zuta",1699,85,switch,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_fence,"
crvena",2181,86,fence,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_necklace,"
narandasta",3088,87,necklace,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,red_dustpan,"
crvena",2301,88,dustpan,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_sword,"
zuta",2212,89,sword,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_ring,"
plava",2087,90,ring,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_bike,"
bela",2106,91,bike,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_bench,"
zelena",2459,92,bench,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_cake,"
crna",1930,93,cake,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_knife,"
zelena",2334,94,knife,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_wallet,"
zuta",1867,95,wallet,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,orange_camera,"
narandasta",3465,96,camera,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_mask,"
bela",3569,97,mask,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,blue_ornament,"
plava",1902,98,ornament,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_plate,"
crna",2045,99,plate,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,yellow_stapler,"
zuta",1663,100,stapler,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,green_bonbon,"
zelena",1785,101,bonbon,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_binoculars,"
crna",1682,102,binoculars,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_fork,"
crna",1624,103,fork,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_book,"
bela",2225,104,book,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,black_purse,"
crna",1937,105,purse,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
146,condition1,white_frame,"
bela",1738,106,frame,[],22,Yes,engleski,,SRB,ekavica,štokavski,3,2,da,grcki,Female,preAndPostAge8,srpski,ne,Chrome,Mac,900,1440,5.40635,
147,condition1,green_tv,zelene,9550,2,tv,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,green_knife,zelene,6887,3,knife,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,orange_bowl,"
narandžaste",13327,4,bowl,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,yellow_pencil,"
žute",5398,5,pencil,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,black_bandaid,"
crne",3369,6,bandaid,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,red_book,"
crvene",2574,7,book,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,blue_scarf,"
plave",1869,8,scarf,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,orange_shovel,"
narandžaste",7793,9,shovel,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,blue_mug,"
plave",2299,10,mug,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,purple_ribbon,"
ljubičaste",9137,11,ribbon,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,white_balloon,"
bele",2648,12,balloon,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,green_bench,"
zelene",3728,13,bench,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,orange_drum,"
svetlo braon",12417,14,drum,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,orange_luggage,"
narandžaste",14362,15,luggage,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,white_door,"
bele",3097,16,door,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,green_slipper,zelene,5038,17,slipper,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,purple_helicopter,"
ljubičaste",4819,18,helicopter,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,red_belt,"
crvene",3436,19,belt,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,green_ladle,"
zelene",4533,20,ladle,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,blue_ruler,"
plave",2370,21,ruler,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
147,condition1,orange_razor,"
braon",5003,22,razor,[],23,Yes,Francuski,,SRB,ekavica,štokavski,3,1,Da,Srpski,Female,preAge8,"Engleski, Španski, Italijanski, Švedski, Kineski",Ne,Chrome,Windows,720,1280,10.996583333333334,
