,workerid,proliferate.condition,object,response,rt,slide_number_in_experiment,utterance,catch_trials,subject_information.age,subject_information.asses,schoolLanguage,subject_information.comments,country,subject_information.dialectOne,subject_information.dialectTwo,subject_information.education,subject_information.enjoyment,subject_information.fairprice,firstLanguage,subject_information.gender,subject_information.liveInYugo,otherLanguage,subject_information.problems,system.Browser,system.OS,system.screenH,system.screenW,time_in_minutes,error,status
10,158,condition1,white_key,kljuc,5341,12,key,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
11,158,condition1,blue_rug,tepih,5844,13,rug,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
12,158,condition1,green_drum,dobos,45646,14,drum,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
13,158,condition1,orange_fork,viljuska,6253,15,fork,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
14,158,condition1,orange_sock,carapa,5471,16,sock,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
15,158,condition1,red_table,klupa,13140,17,table,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
16,158,condition1,yellow_binder,fascikla,8108,18,binder,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
17,158,condition1,yellow_butterfly,leptir,4972,19,butterfly,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
18,158,condition1,green_shield,stit,100314,20,shield,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
19,158,condition1,green_whistle,zvizdaljka,42755,21,whistle,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
20,158,condition1,red_napkin,selveta,11600,22,napkin,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
21,158,condition1,blue_candle,sveca,9778,23,candle,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
22,158,condition1,red_ring,prsten,5044,24,ring,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
23,158,condition1,orange_remote,daljinski,6902,25,remote,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
24,158,condition1,orange_ribbon,masna,5025,26,ribbon,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
25,158,condition1,green_hammer,cekic,4906,27,hammer,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
26,158,condition1,green_shell,skoljka,5115,28,shell,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
27,158,condition1,white_shirt,majica,28189,29,shirt,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
28,158,condition1,white_clock,jedan sat,25603,30,clock,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
29,158,condition1,black_duck,patkica,5248,31,duck,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
30,158,condition1,black_bonbon,bonbona,7878,32,bonbon,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
31,158,condition1,red_crown,kruna,4487,33,crown,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
32,158,condition1,orange_lock,katanac,21231,34,lock,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
33,158,condition1,red_ornament,ne znam,16585,35,ornament,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
34,158,condition1,yellow_cap,kacket,5979,36,cap,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
35,158,condition1,orange_microscope,mikroskop,8689,37,microscope,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
36,158,condition1,yellow_lamp,lampa,3448,38,lamp,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
37,158,condition1,black_calendar,kalendar,5166,39,calendar,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
38,158,condition1,green_bowl,zdjela,21441,40,bowl,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
39,158,condition1,orange_truck,kamijon,3931,41,truck,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
40,158,condition1,orange_screwdriver,sarafciger,7157,42,screwdriver,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
41,158,condition1,green_spoon,kasika,4253,43,spoon,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
42,158,condition1,black_radio,radio,5180,44,radio,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
43,158,condition1,red_present,poklon,4156,45,present,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
44,158,condition1,red_belt,kajis,6626,46,belt,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
45,158,condition1,green_binoculars,dvogled,5281,47,binoculars,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
46,158,condition1,orange_necklace,ogrlica,22928,48,necklace,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
47,158,condition1,orange_sponge,spuzva,8376,49,sponge,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
48,158,condition1,yellow_mouse,mis za kompjuter,18726,50,mouse,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
49,158,condition1,white_phone,telefon,4546,51,phone,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
50,158,condition1,purple_box,kutija,4557,52,box,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
51,158,condition1,red_dress,haljina,6340,53,dress,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
52,158,condition1,purple_die,kockica,4814,54,die,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
53,158,condition1,orange_tie,kravata,4299,55,tie,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
54,158,condition1,white_calculator,digitron,6053,56,calculator,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
55,158,condition1,blue_sword,sablja,10345,57,sword,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
56,158,condition1,red_stapler,heftarica,6855,58,stapler,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
57,158,condition1,red_guitar,gitara,4250,59,guitar,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
58,158,condition1,yellow_iron,pegla,4323,60,iron,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
59,158,condition1,blue_mask,maska,6270,61,mask,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
60,158,condition1,red_bucket,kanta,7998,62,bucket,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
61,158,condition1,yellow_armchair,fotelja,4583,63,armchair,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
62,158,condition1,white_frame,okvir,4635,64,frame,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
63,158,condition1,yellow_pencil,olovka,4307,65,pencil,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
64,158,condition1,green_dresser,regal,5844,66,dresser,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
65,158,condition1,yellow_switch,ne znam,10012,67,switch,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
66,158,condition1,red_ruler,lenjir,8380,68,ruler,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
67,158,condition1,red_mug,solja,4537,69,mug,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
68,158,condition1,green_fish,riba,4275,70,fish,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
69,158,condition1,purple_rope,konop,5703,71,rope,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
70,158,condition1,blue_scarf,zasto ne mogu da pisem reci od tri slova ili krace?,42608,72,scarf,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
71,158,condition1,purple_plate,tanjir,6078,73,plate,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
72,158,condition1,yellow_book,knjiga,6120,74,book,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
73,158,condition1,orange_camera,kamera,3957,75,camera,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
74,158,condition1,blue_fence,ograda,4633,76,fence,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
75,158,condition1,green_cake,torta,4608,77,cake,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
76,158,condition1,green_lipstick,karmin,3741,78,lipstick,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
77,158,condition1,red_bike,biciklo,4120,79,bike,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
78,158,condition1,green_piano,klavir,4854,80,piano,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
79,158,condition1,yellow_flower,cvece,5411,81,flower,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
80,158,condition1,white_comb,cesalj,5317,82,comb,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
81,158,condition1,green_robot,robot,4038,83,robot,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
82,158,condition1,blue_coathanger,ofinger,4715,84,coathanger,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
83,158,condition1,purple_bandaid,hanzoplast,6732,85,bandaid,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
84,158,condition1,orange_slipper,papuca,4712,86,slipper,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
85,158,condition1,purple_glove,rukavica,4963,87,glove,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
86,158,condition1,green_airplane,avijon,5715,88,airplane,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
87,158,condition1,yellow_chair,stolivca,5064,89,chair,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
88,158,condition1,yellow_bracelet,narukvica,18052,90,bracelet,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
89,158,condition1,green_knife,ovo je noz,9740,91,knife,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
90,158,condition1,purple_shovel,lopata,4187,92,shovel,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
91,158,condition1,green_helicopter,helikopter,7619,93,helicopter,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
92,158,condition1,white_magnifyingglass,povecalo,5134,94,magnifyingglass,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
93,158,condition1,purple_ladle,ne znam,28804,95,ladle,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
94,158,condition1,white_wallet,novcanik,11440,96,wallet,[],39.0,Yes,svedski,,BIH,ijekavica,štokavski,3,1,Da,srpskohrvatski i svedski,Male,preAge8,engleski,Da. Rijeci od tri slova ili krace nisu se mogle pisati.,Chrome,Windows,720,1280,20.39855,,heritage
