"","gameId","roundNumber","condition","size","color","othercolor","item","response"
"123","9178-6",12,"size31","size","color","othercolor","item","color"
"124","9178-6",15,"color31","size","color","othercolor","item","color"
"125","9178-6",18,"color31","size","color","othercolor","item","color"
"126","9178-6",20,"size31","size","color","othercolor","item","color"
"127","9178-6",26,"size31","size","color","othercolor","item","color"
"128","9178-6",27,"size31","size","color","othercolor","item","size"
"129","9178-6",28,"color31","size","color","othercolor","item","color"
"130","9178-6",29,"color31","size","color","othercolor","item","color"
"131","9178-6",32,"size31","size","color","othercolor","item","size_color"
"132","9178-6",33,"size31","size","color","othercolor","item","size_color"
"133","9178-6",34,"color31","size","color","othercolor","item","color"
"134","9178-6",35,"color31","size","color","othercolor","item","color"
"135","9178-6",36,"size31","size","color","othercolor","item","size_color"
"136","9178-6",40,"size31","size","color","othercolor","item","size_color"
"137","9178-6",43,"size31","size","color","othercolor","item","size"
"138","9178-6",46,"color31","size","color","othercolor","item","color"
"139","9178-6",48,"color31","size","color","othercolor","item","size_color"
"140","9178-6",50,"size31","size","color","othercolor","item","size"
"141","9178-6",51,"color31","size","color","othercolor","item","size_color"
"142","9178-6",52,"color31","size","color","othercolor","item","color"
"143","9178-6",55,"color31","size","color","othercolor","item","color"
"144","9178-6",56,"color31","size","color","othercolor","item","size"
"145","9178-6",58,"color31","size","color","othercolor","item","color"
"146","9178-6",59,"size31","size","color","othercolor","item","size_color"
"147","5082-3",9,"color31","size","color","othercolor","item","color"
"148","5082-3",10,"size31","size","color","othercolor","item","color"
"149","5082-3",15,"color31","size","color","othercolor","item","color"
"150","5082-3",19,"color31","size","color","othercolor","item","color"
"151","5082-3",20,"size31","size","color","othercolor","item","size"
"152","5082-3",21,"size31","size","color","othercolor","item","size"
"153","5082-3",23,"color31","size","color","othercolor","item","color"
"154","5082-3",26,"color31","size","color","othercolor","item","color"
"155","5082-3",28,"size31","size","color","othercolor","item","size"
"156","5082-3",29,"size31","size","color","othercolor","item","size"
"157","5082-3",32,"color31","size","color","othercolor","item","color"
"158","5082-3",35,"size31","size","color","othercolor","item","color"
"159","5082-3",38,"color31","size","color","othercolor","item","color"
"160","5082-3",39,"size31","size","color","othercolor","item","size"
"161","5082-3",40,"size31","size","color","othercolor","item","size"
"162","5082-3",41,"color31","size","color","othercolor","item","color"
"163","5082-3",48,"size31","size","color","othercolor","item","size"
"164","5082-3",49,"size31","size","color","othercolor","item","size"
"165","5082-3",50,"color31","size","color","othercolor","item","color"
"166","5082-3",51,"color31","size","color","othercolor","item","color"
"167","5082-3",53,"size31","size","color","othercolor","item","size"
"168","5082-3",59,"color31","size","color","othercolor","item","color"
"169","5082-3",60,"color31","size","color","othercolor","item","color"
"170","2269-9",7,"color31","size","color","othercolor","item","color"
"171","2269-9",10,"size31","size","color","othercolor","item","color"
"172","2269-9",11,"color31","size","color","othercolor","item","size"
"173","2269-9",12,"size31","size","color","othercolor","item","size_color"
"174","2269-9",20,"size31","size","color","othercolor","item","size_color"
"175","2269-9",21,"size31","size","color","othercolor","item","size_color"
"176","2269-9",22,"color31","size","color","othercolor","item","color"
"177","2269-9",25,"color31","size","color","othercolor","item","color"
"178","2269-9",27,"size31","size","color","othercolor","item","size_color"
"179","2269-9",28,"size31","size","color","othercolor","item","size_color"
"180","2269-9",30,"size31","size","color","othercolor","item","size_color"
"181","2269-9",31,"color31","size","color","othercolor","item","color"
"182","2269-9",34,"size31","size","color","othercolor","item","size_color"
"183","2269-9",35,"color31","size","color","othercolor","item","color"
"184","2269-9",36,"color31","size","color","othercolor","item","color"
"185","2269-9",37,"size31","size","color","othercolor","item","size_color"
"186","2269-9",39,"color31","size","color","othercolor","item","color"
"187","2269-9",41,"color31","size","color","othercolor","item","color"
"188","2269-9",42,"size31","size","color","othercolor","item","color"
"189","2269-9",43,"size31","size","color","othercolor","item","color"
"190","2269-9",45,"color31","size","color","othercolor","item","color"
"191","2269-9",48,"size31","size","color","othercolor","item","size_color"
"192","2269-9",49,"size31","size","color","othercolor","item","size_color"
"193","2269-9",53,"color31","size","color","othercolor","item","color"
"194","2269-9",55,"size31","size","color","othercolor","item","size_color"
"195","2269-9",56,"color31","size","color","othercolor","item","color"
"196","2269-9",58,"size31","size","color","othercolor","item","size_color"
"197","2269-9",60,"color31","size","color","othercolor","item","color"
"198","7597-b",6,"size31","size","color","othercolor","item","size"
"199","7597-b",12,"color31","size","color","othercolor","item","color"
"200","7597-b",14,"color31","size","color","othercolor","item","color"
"201","7597-b",19,"size31","size","color","othercolor","item","size_color"
"202","7597-b",20,"size31","size","color","othercolor","item","size_color"
"203","7597-b",21,"size31","size","color","othercolor","item","size_color"
"204","7597-b",23,"color31","size","color","othercolor","item","color"
"205","7597-b",25,"color31","size","color","othercolor","item","size_color"
"206","7597-b",32,"size31","size","color","othercolor","item","size_color"
"207","7597-b",33,"color31","size","color","othercolor","item","color"
"208","7597-b",34,"color31","size","color","othercolor","item","color"
"209","7597-b",35,"size31","size","color","othercolor","item","color"
"210","7597-b",36,"color31","size","color","othercolor","item","size_color"
"211","7597-b",40,"color31","size","color","othercolor","item","color"
"212","7597-b",41,"color31","size","color","othercolor","item","color"
"213","7597-b",42,"size31","size","color","othercolor","item","size_color"
"214","7597-b",43,"color31","size","color","othercolor","item","color"
"215","7597-b",44,"size31","size","color","othercolor","item","size"
"216","7597-b",45,"size31","size","color","othercolor","item","size_color"
"217","7597-b",46,"size31","size","color","othercolor","item","size_color"
"218","7597-b",47,"color31","size","color","othercolor","item","size_color"
"219","7597-b",48,"color31","size","color","othercolor","item","color"
"220","7597-b",51,"size31","size","color","othercolor","item","size_color"
"221","7597-b",54,"color31","size","color","othercolor","item","size_color"
"222","7597-b",55,"size31","size","color","othercolor","item","size_color"
"223","7597-b",57,"color31","size","color","othercolor","item","color"
"224","7597-b",58,"size31","size","color","othercolor","item","size_color"
"225","3743-d",6,"color31","size","color","othercolor","item","color"
"226","3743-d",7,"color31","size","color","othercolor","item","color"
"227","3743-d",9,"color31","size","color","othercolor","item","size_color"
"228","3743-d",11,"size31","size","color","othercolor","item","size_color"
"229","3743-d",14,"size31","size","color","othercolor","item","size_color"
"230","3743-d",18,"size31","size","color","othercolor","item","size_color"
"231","3743-d",19,"size31","size","color","othercolor","item","size_color"
"232","3743-d",24,"color31","size","color","othercolor","item","color"
"233","3743-d",26,"color31","size","color","othercolor","item","color"
"234","3743-d",27,"size31","size","color","othercolor","item","size_color"
"235","3743-d",29,"size31","size","color","othercolor","item","size_color"
"236","3743-d",30,"size31","size","color","othercolor","item","size_color"
"237","3743-d",31,"size31","size","color","othercolor","item","size_color"
"238","3743-d",32,"color31","size","color","othercolor","item","color"
"239","3743-d",33,"size31","size","color","othercolor","item","size"
"240","3743-d",34,"color31","size","color","othercolor","item","color"
"241","3743-d",36,"color31","size","color","othercolor","item","size_color"
"242","3743-d",43,"color31","size","color","othercolor","item","color"
"243","3743-d",44,"color31","size","color","othercolor","item","color"
"244","3743-d",45,"size31","size","color","othercolor","item","size_color"
"245","3743-d",47,"size31","size","color","othercolor","item","size_color"
"246","3743-d",48,"color31","size","color","othercolor","item","color"
"247","3743-d",49,"size31","size","color","othercolor","item","size"
"248","3743-d",51,"size31","size","color","othercolor","item","size"
"249","3743-d",52,"size31","size","color","othercolor","item","size_color"
"250","3743-d",53,"color31","size","color","othercolor","item","size_color"
"251","3743-d",56,"size31","size","color","othercolor","item","size_color"
"252","1535-6",10,"color31","size","color","othercolor","item","size"
"253","1535-6",12,"size31","size","color","othercolor","item","size"
"254","1535-6",14,"color31","size","color","othercolor","item","color"
"255","1535-6",15,"color31","size","color","othercolor","item","color"
"256","1535-6",17,"color31","size","color","othercolor","item","color"
"257","1535-6",19,"size31","size","color","othercolor","item","size_color"
"258","1535-6",22,"color31","size","color","othercolor","item","color"
"259","1535-6",25,"color31","size","color","othercolor","item","color"
"260","1535-6",26,"size31","size","color","othercolor","item","size_color"
"261","1535-6",28,"size31","size","color","othercolor","item","size_color"
"262","1535-6",29,"size31","size","color","othercolor","item","size_color"
"263","1535-6",30,"size31","size","color","othercolor","item","size_color"
"264","1535-6",33,"size31","size","color","othercolor","item","size"
"265","1535-6",34,"size31","size","color","othercolor","item","size_color"
"266","1535-6",35,"color31","size","color","othercolor","item","color"
"267","1535-6",42,"size31","size","color","othercolor","item","size_color"
"268","1535-6",45,"color31","size","color","othercolor","item","color"
"269","1535-6",46,"size31","size","color","othercolor","item","size"
"270","1535-6",47,"color31","size","color","othercolor","item","color"
"271","1535-6",48,"color31","size","color","othercolor","item","size_color"
"272","1535-6",49,"size31","size","color","othercolor","item","size_color"
"273","1535-6",50,"color31","size","color","othercolor","item","color"
"274","1535-6",51,"size31","size","color","othercolor","item","size_color"
"275","1535-6",52,"size31","size","color","othercolor","item","size"
"276","1535-6",57,"size31","size","color","othercolor","item","size_color"
"277","1535-6",60,"color31","size","color","othercolor","item","color"
"278","9173-1",7,"color31","size","color","othercolor","item","size_color"
"279","9173-1",8,"size31","size","color","othercolor","item","size"
"280","9173-1",14,"size31","size","color","othercolor","item","size"
"281","9173-1",22,"size31","size","color","othercolor","item","size_color"
"282","9173-1",37,"size31","size","color","othercolor","item","size"
"283","9173-1",54,"size31","size","color","othercolor","item","size"
"284","9173-1",55,"size31","size","color","othercolor","item","size"
"285","0881-8",6,"color31","size","color","othercolor","item","color"
"286","0881-8",18,"size31","size","color","othercolor","item","size_color"
"287","0881-8",23,"size31","size","color","othercolor","item","color"
"288","0881-8",24,"size31","size","color","othercolor","item","size"
"289","0881-8",57,"size31","size","color","othercolor","item","size"
"290","9458-d",14,"size31","size","color","othercolor","item","size"
"291","9458-d",26,"color31","size","color","othercolor","item","color"
"292","9458-d",36,"size31","size","color","othercolor","item","color"
"293","9458-d",41,"color31","size","color","othercolor","item","color"
"294","9458-d",45,"size31","size","color","othercolor","item","color"
"295","9458-d",48,"color31","size","color","othercolor","item","color"
"296","9458-d",55,"color31","size","color","othercolor","item","color"
"297","7680-b",53,"size31","size","color","othercolor","item","size"
"298","7680-b",57,"size31","size","color","othercolor","item","size"
"299","9178-6",41,"size31","size","color","othercolor","item","size"
"300","9178-6",52,"color31","size","color","othercolor","item","size_color"
"301","5082-3",10,"size31","size","color","othercolor","item","size_color"
"302","5082-3",20,"size31","size","color","othercolor","item","size"
"303","5082-3",21,"size31","size","color","othercolor","item","size"
"304","5082-3",35,"size31","size","color","othercolor","item","size_color"
"305","2269-9",9,"size31","size","color","othercolor","item","size"
"306","2269-9",10,"size31","size","color","othercolor","item","size"
"307","2269-9",11,"color31","size","color","othercolor","item","color"
"308","2269-9",42,"size31","size","color","othercolor","item","size"
"309","2269-9",43,"size31","size","color","othercolor","item","size"
"310","2269-9",48,"size31","size","color","othercolor","item","size"
"311","2269-9",58,"size31","size","color","othercolor","item","size"
"312","7597-b",6,"size31","size","color","othercolor","item","size"
"313","7597-b",32,"size31","size","color","othercolor","item","size"
"314","7597-b",35,"size31","size","color","othercolor","item","size"
"315","7597-b",42,"size31","size","color","othercolor","item","size"
"316","7597-b",44,"size31","size","color","othercolor","item","size"
"317","7597-b",48,"color31","size","color","othercolor","item","size"
"318","3743-d",17,"color31","size","color","othercolor","item","size_color"
"319","3743-d",33,"size31","size","color","othercolor","item","size_color"
"320","3743-d",51,"size31","size","color","othercolor","item","size_color"
"321","3743-d",55,"size31","size","color","othercolor","item","size_color"
"322","1535-6",26,"size31","size","color","othercolor","item","size"
"323","1535-6",50,"color31","size","color","othercolor","item","color"
"324","9173-1",7,"color31","size","color","othercolor","item","color"
"325","0881-8",6,"color31","size","color","othercolor","item","color"
"326","9458-d",20,"size31","size","color","othercolor","item","color"
"327","2269-9",7,"color31","size","color","othercolor","item","size"
"328","2269-9",58,"size31","size","color","othercolor","item","color"
"329","3743-d",33,"size31","size","color","othercolor","item","size_color"
"330","1535-6",11,"size31","size","color","othercolor","item","size"
"331","9173-1",7,"color31","size","color","othercolor","item","color"
"332","9458-d",20,"size31","size","color","othercolor","item","size"
"333","2269-9",6,"color31","size","color","othercolor","item","color"
"334","3743-d",33,"size31","size","color","othercolor","item","size"
"335","2269-9",6,"color31","size","color","othercolor","item","color"
